name,ID,ALIGN,SEX,ALIVE,Universe
Mantis (Heroes Reborn) (Earth-616),Secret Identity,Bad,Female,Living,Marvel
Melissa Maro (Earth-616),No Dual Identity,Good,Female,Living,Marvel
Nathaniel Richards (Heroes Reborn) (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Nephri (Earth-616),Secret Identity,Bad,Female,Deceased,Marvel
Quentin Templeton (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Ripper (Earth-616),Secret Identity,Bad,Female,Deceased,Marvel
Snagg (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Valentina Allegra de Fontaine (Heroes Reborn) (Earth-616),Secret Identity,Good,Female,Living,Marvel
Victor Prazniki (Earth-616),Public Identity,Good,Male,Living,Marvel
Vincente Cimetta (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Alfonso Lopez (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Barak (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Buel (Earth-616),Public Identity,Bad,Male,Deceased,Marvel
Coordinator Proctor (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Kuragari (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Milo Thurman (Earth-616),Public Identity,Good,Male,Living,Marvel
Virgo (Ecliptic) (Earth-616),Secret Identity,Bad,Female,Living,Marvel
Wyatt Wingfoot (Heroes Reborn) (Earth-616),Public Identity,Good,Male,Living,Marvel
Yuri Medvedev (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Elwood (Pooka) (Earth-616),Secret Identity,Good,Male,Living,Marvel
Everwraith (Earth-616),Public Identity,Bad,Unknown,Living,Marvel
Geoffrey Crawford (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Katherine Spar (Earth-616),Public Identity,Good,Female,Living,Marvel
Keerg (Earth-616),Public Identity,Bad,Male,Living,Marvel
Le Concierge (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Nanya (Earth-616),Secret Identity,Good,Female,Living,Marvel
Nikolas (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Pandemonia (Earth-616),Secret Identity,Bad,Female,Living,Marvel
Pele (Oceanic Goddess) (Earth-616),Secret Identity,Good,Female,Living,Marvel
Stacey Kramer (Earth-616),Secret Identity,Good,Female,Living,Marvel
Stinky (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Synapse (Max) (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Syphonn (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Warpy (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Firearms (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
J. Vernon Mann (Earth-616),Public Identity,Good,Male,Living,Marvel
Psiren (Earth-616),Secret Identity,Good,Female,Living,Marvel
Allie Magruder (Earth-616),No Dual Identity,Good,Female,Living,Marvel
Anais (Earth-616),Secret Identity,Bad,Female,Living,Marvel
Anteus (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Barbican (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Blackwing (Heavy Mettle) (Earth-616),Secret Identity,Bad,Female,Living,Marvel
Broadside (Crimson Pirates) (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Eamonn (Earth-616),Secret Identity,Good,Male,Deceased,Marvel
Farley Mowat (Earth-616),Public Identity,Good,Male,Living,Marvel
Firefall (First Line) (Earth-616),Secret Identity,Good,Female,Deceased,Marvel
Fred MacRae (Earth-616),Secret Identity,Good,Male,Living,Marvel
Helen Burnside (Earth-616),Secret Identity,Bad,Female,Living,Marvel
Hiromitsu (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Isadora Martinez (Earth-616),Public Identity,Good,Female,Living,Marvel
Johnston Coffin (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Killian (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Matthew Plunder (Clone) (Earth-616),Secret Identity,Good,Male,Deceased,Marvel
Mercy LeBeau (Earth-616),Secret Identity,Good,Female,Living,Marvel
Mister Badwrench (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Nocturne (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Riot (Heavy Mettle) (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Walkabout (Earth-616),Secret Identity,Good,Unknown,Deceased,Marvel
Aqhat (Earth-616),Public Identity,Bad,Male,Living,Marvel
Blok (Mister X) (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Byron Spencer (Earth-616),Secret Identity,Good,Male,Deceased,Marvel
Carl King (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Chet Madden (Earth-616),Public Identity,Bad,Male,Living,Marvel
Godstorm (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Inza (Earth-616),Secret Identity,Bad,Female,Living,Marvel
Jean-Pierre Beaubier (Earth-616),Secret Identity,Bad,Male,Living,Marvel
"John Howlett, Sr. (Earth-616)",No Dual Identity,Good,Male,Deceased,Marvel
Kate Vinokur (Earth-616),Public Identity,Good,Female,Living,Marvel
Kreigkopf (Earth-616),Public Identity,Bad,Male,Deceased,Marvel
Paul Botham (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Pierre Truffaut (Earth-616),Secret Identity,Good,Male,Deceased,Marvel
Saint Anna (Anna) (Earth-616),Secret Identity,Good,Female,Deceased,Marvel
Sergei Radek (Earth-616),Secret Identity,Good,Male,Living,Marvel
Tomas Dlurga (Earth-616),Public Identity,Good,Male,Living,Marvel
Walker (Deity) (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Aaliyah Hardin (Earth-616),No Dual Identity,Good,Female,Living,Marvel
Albino (Istvan) (Earth-616),Public Identity,Good,Male,Living,Marvel
Brandy Hardin (Earth-616),Public Identity,Good,Female,Living,Marvel
Federico Valencia (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Georges Raymond (Earth-616),Public Identity,Good,Male,Living,Marvel
Louis Magee (Earth-616),Public Identity,Good,Male,Living,Marvel
Medallion (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Milton Peterson (Earth-616),Secret Identity,Good,Male,Living,Marvel
Nedrocci Tannengarden (Earth-616),Public Identity,Bad,Male,Deceased,Marvel
Ocean (Earth-616),Secret Identity,Good,Female,Living,Marvel
Ocelot (O-Force) (Earth-616),Secret Identity,Good,Male,Living,Marvel
Ooze (Earth-616),Secret Identity,Good,Male,Living,Marvel
Richard Trask (Earth-616),Public Identity,Bad,Male,Deceased,Marvel
Scorpio (Brotherhood of the Ankh) (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Smitty (Earth-616),No Dual Identity,Good,Male,Deceased,Marvel
Thrasher (Angel) (Earth-616),Secret Identity,Good,Male,Living,Marvel
Walter (X-Men Students) (Earth-616),Public Identity,Good,Male,Living,Marvel
Catastrophe Jen (Earth-616),Public Identity,Bad,Female,Living,Marvel
Dean Boswell (Earth-616),Secret Identity,Good,Male,Deceased,Marvel
Dervish (Spikes) (Earth-616),Secret Identity,Bad,Female,Living,Marvel
Hana (Earth-616),No Dual Identity,Good,Female,Living,Marvel
Interrogator (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Kim Alleyne (Earth-616),Secret Identity,Good,Female,Living,Marvel
Lucas Evans (Earth-616),Secret Identity,Good,Male,Deceased,Marvel
Maurice Canfield (Earth-616),Secret Identity,Good,Male,Deceased,Marvel
Phillip Merritt (Earth-616),Public Identity,Bad,Male,Living,Marvel
Porous (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Sheila Donner (Earth-616),Public Identity,Bad,Female,Living,Marvel
Thunderclaw (Earth-616),Public Identity,Bad,Male,Living,Marvel
Tim Sullivan (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Walker Price (Earth-616),Secret Identity,Good,Male,Deceased,Marvel
Yang (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Yin (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Adrian Defoe (Earth-616),Secret Identity,Good,Male,Living,Marvel
Alphonse (Mutant) (Earth-616),No Dual Identity,Bad,Male,Living,Marvel
Asahiri Aoki (Earth-616),Secret Identity,Bad,Female,Living,Marvel
Benjamin Soloman Alomii (Earth-616),Secret Identity,Good,Male,Living,Marvel
Bethany Danzinger (Earth-616),No Dual Identity,Good,Female,Living,Marvel
Deborah Bertrand (Earth-616),Secret Identity,Bad,Female,Living,Marvel
Enzo Ferrara (Earth-616),Secret Identity,Good,Male,Living,Marvel
Fury (Earth-616),Public Identity,Bad,Unknown,Deceased,Marvel
Gregory Bryan (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Hellphyr (Earth-616),Secret Identity,Bad,Unknown,Deceased,Marvel
Ian McMasters (Earth-616),Public Identity,Bad,Male,Living,Marvel
Jura (Earth-616),Public Identity,Good,Male,Living,Marvel
Leyla (Earth-616),Secret Identity,Bad,Female,Living,Marvel
Lucas Telling-Stone (Earth-616),Public Identity,Good,Male,Living,Marvel
Patch (Wildkat Klub) (Earth-616),Public Identity,Bad,Male,Living,Marvel
Priscilla (Earth-616),Secret Identity,Good,Female,Deceased,Marvel
"Raymond, Sr. (Earth-616)",Secret Identity,Good,Male,Deceased,Marvel
Salamandra (Earth-616),Secret Identity,Bad,Female,Living,Marvel
Sheila DeSoto (Earth-616),Public Identity,Bad,Female,Deceased,Marvel
Stripmine (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Bloodtide (Atlantean) (Earth-616),Secret Identity,Bad,Female,Living,Marvel
Broadband (Earth-616),Secret Identity,Good,Male,Living,Marvel
Bugman (Earth-616),Public Identity,Good,Male,Living,Marvel
Chango (Santerians) (Earth-616),Secret Identity,Good,Male,Living,Marvel
Daniel (Angel) (Earth-616),Secret Identity,Good,Male,Living,Marvel
Doctor Castillo (Earth-616),Secret Identity,Good,Female,Living,Marvel
Doctor Tannenbaum (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Erich Paine (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Julia Black (Earth-616),Secret Identity,Bad,Female,Deceased,Marvel
Kaidan (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Kingmaker (Wallace) (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Lazaro Kotikash (Earth-616),Secret Identity,Good,Male,Living,Marvel
Masano (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Megara (Earth-616),Secret Identity,Good,Female,Deceased,Marvel
Nancy (Earth-616),Public Identity,Good,Female,Living,Marvel
Noreen Tanaka (Earth-616),Public Identity,Bad,Female,Living,Marvel
Ogun (Santerians) (Earth-616),Secret Identity,Good,Male,Living,Marvel
Oshun (Santerians) (Earth-616),Secret Identity,Good,Female,Living,Marvel
Oya (Santerians) (Earth-616),Secret Identity,Good,Female,Living,Marvel
Raina (Earth-616),Secret Identity,Bad,Female,Living,Marvel
Shane Shooter (Earth-616),Secret Identity,Good,Male,Living,Marvel
Suspiria (Earth-616),Secret Identity,Good,Female,Living,Marvel
Timothy Black (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Vladimir Rasputin (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Ace (G.R.A.M.P.A) (Earth-616),Secret Identity,Good,Male,Living,Marvel
Adam (Priest) (Earth-616),Public Identity,Bad,Male,Living,Marvel
Alix Buchanan (Earth-616),No Dual Identity,Good,Female,Living,Marvel
Cauldron (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Cube Warden (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Elizabeth Vaughn (Earth-616),Secret Identity,Good,Female,Living,Marvel
Greta Abbott (Earth-616),Public Identity,Bad,Female,Deceased,Marvel
Hamilton Slade (Vampire) (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Harriet Munroe (Earth-616),Secret Identity,Good,Female,Living,Marvel
Jonas Fogg (Earth-616),Public Identity,Good,Male,Living,Marvel
Jordan Harrison (Earth-616),Public Identity,Good,Male,Living,Marvel
Number None (Earth-616),Secret Identity,Bad,Unknown,Deceased,Marvel
Agent Crimson (Earth-616),Secret Identity,Good,Male,Living,Marvel
Ana\u00efs (Earth-616),Secret Identity,Good,Female,Living,Marvel
Avery Allen (Earth-616),Secret Identity,Good,Female,Deceased,Marvel
Benjamin Grimm (Onslaught Reborn) (Earth-616),Public Identity,Good,Male,Living,Marvel
Cadena (Earth-616),Secret Identity,Bad,Female,Living,Marvel
Ddraig Goch (Earth-616),Public Identity,Good,Male,Living,Marvel
Desmond Alexander (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Elijah Cross (Earth-616),Public Identity,Bad,Male,Deceased,Marvel
Forget-Me-Not (Earth-616),Secret Identity,Bad,Female,Living,Marvel
Hecatomb (Earth-616),Secret Identity,Bad,Unknown,Living,Marvel
Jake Martino (Earth-616),Public Identity,Bad,Male,Deceased,Marvel
James Howlett (Onslaught Reborn) (Earth-616),Secret Identity,Good,Male,Living,Marvel
Julien Howe (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Kid Twist (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Ko-rel (Earth-616),Secret Identity,Good,Female,Deceased,Marvel
Morphine (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Prima Donna (Earth-616),Secret Identity,Good,Female,Living,Marvel
Professor Cartwright (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Reed Richards (Onslaught Reborn) (Earth-616),Public Identity,Good,Male,Living,Marvel
Susan Storm (Onslaught Reborn) (Earth-616),Public Identity,Good,Female,Living,Marvel
Tank (National Force) (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Thor Odinson (Onslaught Reborn) (Earth-616),Secret Identity,Good,Male,Living,Marvel
Ultra-Adaptoid (Earth-616),Secret Identity,Bad,Unknown,Living,Marvel
Violet Lightner (Earth-616),Secret Identity,Good,Female,Living,Marvel
Vox (Earth-616),Secret Identity,Good,Male,Living,Marvel
Wendell Volker (Earth-616),Public Identity,Bad,Male,Living,Marvel
Anthony Stark (Skrull) (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
"Barbara Morse (Retro, Skrull) (Earth-616)",Secret Identity,Bad,Female,Deceased,Marvel
Daniel Sylva (Earth-616),Public Identity,Good,Male,Living,Marvel
Edie Eisenhardt (Earth-616),Secret Identity,Good,Female,Deceased,Marvel
Farida Hussain (Earth-616),No Dual Identity,Good,Female,Living,Marvel
Furi Wamu (Earth-616),Secret Identity,Good,Female,Living,Marvel
Harrow (Earth-616),Secret Identity,Bad,Unknown,Deceased,Marvel
Hector Mu\u00f1oz (Earth-616),Secret Identity,Good,Male,Living,Marvel
Hiro-Amin (Earth-616),No Dual Identity,Bad,Male,Deceased,Marvel
Iceberg (Liberteens) (Earth-616),Public Identity,Good,Male,Living,Marvel
Kwai Jun-Fan (Earth-616),Secret Identity,Good,Male,Deceased,Marvel
Lucas Collier (Earth-616),Public Identity,Good,Male,Deceased,Marvel
Marys Iosama (Earth-616),Public Identity,Good,Female,Living,Marvel
Nicolas Weir (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Revolutionary (Skrull) (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Soulstriker (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Spinner (Earth-616),Known to Authorities Identity,Good,Female,Living,Marvel
Think Tank (Earth-616),Secret Identity,Good,Male,Living,Marvel
Tyro (Earth-616),Public Identity,Good,Male,Living,Marvel
Vincent Crane (Earth-616),No Dual Identity,Good,Male,Living,Marvel
Wayeb (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Albrecht Kerfoot (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Compound D,Secret Identity,Bad,Unknown,Living,Marvel
Conner Sims (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
God-Killer (Earth-616),Secret Identity,Bad,Unknown,Living,Marvel
Hunter Stein (Earth-616),Public Identity,Bad,Male,Living,Marvel
Jenna Cole (Earth-616),Public Identity,Good,Female,Living,Marvel
John Adams (Earth-616),Public Identity,Good,Male,Living,Marvel
John Barnes (Earth-616),Public Identity,Good,Male,Deceased,Marvel
M-21 (Earth-616),Secret Identity,Bad,Unknown,Living,Marvel
Quan Yaozu (Earth-616),Secret Identity,Good,Male,Living,Marvel
Rana Philips (Earth-616),Secret Identity,Bad,Female,Deceased,Marvel
Richard Earle Amtower IV (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Tyler Bridge (Earth-616),No Dual Identity,Good,Male,Living,Marvel
Aaron Downing (Earth-616),No Dual Identity,Good,Male,Living,Marvel
Ahmed Noor (Earth-616),Secret Identity,Good,Male,Living,Marvel
Annie (Noh-Varr) (Earth-616),Secret Identity,Good,Female,Living,Marvel
Arachne (Earth-616),No Dual Identity,Bad,Female,Living,Marvel
Ben Huth (Earth-616),Secret Identity,Good,Male,Living,Marvel
Casey Kinmont (Earth-616),No Dual Identity,Good,Female,Living,Marvel
Cornell Gray (Earth-616),Secret Identity,Good,Male,Living,Marvel
Corregidora (Earth-616),Secret Identity,Bad,Female,Living,Marvel
Hairball 2 (Earth-616),Secret Identity,Good,Male,Living,Marvel
Iron Cross (Uberkommandos) (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Lauren Wolfe (Earth-616),Secret Identity,Good,Female,Living,Marvel
Mageth (Earth-616),Secret Identity,Good,Female,Living,Marvel
Martillo (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Oksana Sytsevich (Earth-616),No Dual Identity,Good,Female,Deceased,Marvel
Phanto (Earth-616),Public Identity,Bad,Male,Living,Marvel
Robert Gomorra (Earth-616),Secret Identity,Good,Male,Living,Marvel
Sigmund Fell (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Tyree Robinson (Earth-616),Public Identity,Good,Male,Living,Marvel
Vasili Dassaiev (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Will Stern (Earth-616),No Dual Identity,Good,Male,Living,Marvel
Alter Ego (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Austin Cao (Earth-616),No Dual Identity,Good,Male,Living,Marvel
Chain (Legion Personality) (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Coulmier (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Dieter Lehmann (Earth-616),No Dual Identity,Good,Male,Deceased,Marvel
Friendless (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Gus Grim (Earth-616),No Dual Identity,Good,Male,Living,Marvel
Hoss (Earth-616),Secret Identity,Good,Male,Deceased,Marvel
Id (Selfish Moon) (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
James Dore Jr. (Zombie Clone) (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Kaylie Doran (Earth-616),Public Identity,Good,Female,Living,Marvel
Klobok (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Kuurth (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Kyle Richmond (Zombie Clone) (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Lewis Green (Earth-616),Public Identity,Good,Male,Deceased,Marvel
Linda Lewis (Zombie Clone) (Earth-616),Secret Identity,Bad,Female,Deceased,Marvel
Macho Gomez (Earth-616),No Dual Identity,Bad,Male,Living,Marvel
Rococo (Earth-616),Secret Identity,Bad,Female,Living,Marvel
Time-Sink (Legion Personality) (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Torran (Earth-616),Public Identity,Good,Male,Living,Marvel
Azuma G\u014dda (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Ben Goldendawn (Earth-616),Secret Identity,Good,Male,Living,Marvel
Calcabrina (Earth-616),Secret Identity,Bad,Female,Living,Marvel
Coyote (Earth-616),Secret Identity,Bad,Male,Living,Marvel
David Michael Gray (Earth-616),Public Identity,Bad,Male,Deceased,Marvel
Death-Stalker (Earth-616),Secret Identity,Bad,Female,Living,Marvel
Dennis Wells (Earth-616),Secret Identity,Good,Male,Living,Marvel
Dragoon (Earth-616),Secret Identity,Good,Male,Deceased,Marvel
Evangelist (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Fongji Wu (Earth-616),Secret Identity,Good,Female,Living,Marvel
Frederick Dukes (Clone) (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Gullveig (Earth-616),Secret Identity,Good,Female,Living,Marvel
Harvester (Assassin) (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Jake (Mutant) (Earth-616),Public Identity,Good,Male,Deceased,Marvel
Keep (Earth-616),Public Identity,Bad,Male,Living,Marvel
Living Wind (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Lyle Doorne (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Redeemer (Microverse) (Earth-616),Secret Identity,Good,Male,Living,Marvel
Remus (Earth-616),Secret Identity,Good,Female,Living,Marvel
Revolutionary (Dynasty) (Earth-616),Secret Identity,Good,Male,Living,Marvel
Savage (Earth-616),Secret Identity,Good,Male,Living,Marvel
Soldier One (Earth-616),Secret Identity,Good,Male,Living,Marvel
Tolor (Earth-616),Secret Identity,Good,Male,Living,Marvel
Weather Witch (Earth-616),Secret Identity,Good,Female,Living,Marvel
Duncan Kilgore (Earth-616),Public Identity,Good,Male,Living,Marvel
Esmeralda Lobo (Earth-616),Public Identity,Bad,Female,Living,Marvel
Hermotha (Earth-616),Secret Identity,Bad,Female,Deceased,Marvel
Miss Coriander (Earth-616),Secret Identity,Bad,Female,Living,Marvel
Adur (Earth-616),No Dual Identity,Bad,Male,Living,Marvel
Andre LeClare (Earth-616),No Dual Identity,Good,Male,Living,Marvel
Bobcat (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Brian Mulroney (Earth-616),Secret Identity,Good,Male,Living,Marvel
Cairn (Earth-616),No Dual Identity,Bad,Male,Living,Marvel
Gloriole (Earth-616),Public Identity,Good,Male,Deceased,Marvel
Jason (Argonaut) (Earth-616),Public Identity,Good,Male,Living,Marvel
Killdeer (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Landslide (Outcasts) (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Lori (Earth-616),Secret Identity,Good,Female,Living,Marvel
Queen of Angels (Earth-616),No Dual Identity,Bad,Female,Living,Marvel
Shrike (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Viciada (Earth-616),No Dual Identity,Bad,Female,Living,Marvel
Agent Monkton (Earth-616),Secret Identity,Good,Male,Deceased,Marvel
Alec Eiffel (Earth-616),No Dual Identity,Bad,Male,Living,Marvel
"Annie (Noh-Varr, Construct) (Earth-616)",Secret Identity,Good,Female,Living,Marvel
Asha (Earth-616),Public Identity,Good,Female,Living,Marvel
B-329 (Earth-616),No Dual Identity,Good,Male,Living,Marvel
Battle-Lon (Earth-616),No Dual Identity,Good,Male,Living,Marvel
Blocks (Earth-616),Public Identity,Good,Male,Living,Marvel
Bull (Wakandan) (Earth-616),Public Identity,Good,Male,Living,Marvel
Caninus (Earth-616),Secret Identity,Good,Male,Living,Marvel
Clara (Earth-616),No Dual Identity,Good,Female,Living,Marvel
Dante (Inhuman) (Earth-616),Secret Identity,Good,Male,Living,Marvel
Elizabeth Braddock (Revenant) (Earth-616),Secret Identity,Bad,Female,Deceased,Marvel
Ex Nihila (Earth-616),No Dual Identity,Bad,Female,Deceased,Marvel
Felinatus (Earth-616),Secret Identity,Good,Male,Living,Marvel
Gang (Earth-616),Public Identity,Good,Male,Living,Marvel
Harrison (Earth-616),No Dual Identity,Good,A-Gender,Living,Marvel
Ivory Honeyshot (Earth-616),No Dual Identity,Good,Male,Living,Marvel
Ja Kyee Lrurt (Earth-616),No Dual Identity,Good,Female,Living,Marvel
Kim (Earth-616),Secret Identity,Good,Male,Living,Marvel
Lash (Inhuman) (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Loch (Earth-616),Public Identity,Good,Male,Living,Marvel
Lord Ogre (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Merree (Construct) (Earth-616),Secret Identity,Bad,Female,Living,Marvel
Nil (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Plorp (Earth-616),No Dual Identity,Good,Unknown,Living,Marvel
Pom Pom (Earth-616),Public Identity,Good,Female,Living,Marvel
Ringer (Hobgoblin) (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Roger Bochs Jr. (Earth-616),Public Identity,Good,Male,Living,Marvel
Screwbeard (Earth-616),No Dual Identity,Good,Male,Living,Marvel
Shri (Earth-616),Public Identity,Good,Female,Living,Marvel
Smasher VI (Earth-616),Secret Identity,Good,Male,Living,Marvel
Ud (Earth-616),No Dual Identity,Good,Male,Deceased,Marvel
Waziria (Earth-616),No Dual Identity,Good,Female,Living,Marvel
Ken Masters (Earth-616),No Dual Identity,Good,Male,Living,Marvel
Sha (Earth-616),Secret Identity,Good,Female,Living,Marvel
Barnabus Mullen (Earth-616),No Dual Identity,Good,Male,Living,Marvel
Clara Crandall (Earth-616),Public Identity,Good,Female,Living,Marvel
Dale Sturm (Earth-616),Public Identity,Good,Male,Living,Marvel
David Dean (Earth-616),No Dual Identity,Good,Male,Living,Marvel
Donovan Gorman (Earth-616),Public Identity,Good,Male,Living,Marvel
Doyle Denton (Earth-616),Secret Identity,Good,Male,Living,Marvel
K-4 (Earth-616),Secret Identity,Good,Male,Living,Marvel
Magar the Mystic (Earth-616),Public Identity,Good,Male,Living,Marvel
Nora Jones (Earth-616),Public Identity,Good,Female,Deceased,Marvel
Ronald Wolverstone-Clodd (Earth-616),Public Identity,Good,Male,Living,Marvel
Vampire (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Zombie Master (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Admiral Leeds (Earth-616),Public Identity,Good,Male,Living,Marvel
Butterfly (Vitrioli) (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Emil Cullen (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Eric Schmitt (Earth-616),Public Identity,Good,Male,Deceased,Marvel
Wolfgang von Krantz (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Archie the Gruesome (Earth-616),Public Identity,Good,Male,Living,Marvel
King Ra (Earth-616),Public Identity,Good,Male,Living,Marvel
Ruffy Rabbit (Earth-616),Secret Identity,Good,Male,Living,Marvel
Attila the Hun (Earth-616),No Dual Identity,Bad,Male,Living,Marvel
Martin Oksner Burns (Earth-616),Secret Identity,Good,Male,Living,Marvel
Mrs. Ilse (Earth-616),Public Identity,Bad,Female,Living,Marvel
Verrill Shark (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Blaze (Dog) (Earth-616),Secret Identity,Good,Male,Living,Marvel
Kanwi (Earth-616),Public Identity,Good,Male,Living,Marvel
Crime Boss (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Korea Katie (Earth-616),Public Identity,Bad,Female,Living,Marvel
Mary Wilson (Earth-616),No Dual Identity,Good,Female,Living,Marvel
Panther Lady (Earth-616),Secret Identity,Bad,Female,Living,Marvel
Doe Eyes (Earth-616),Public Identity,Good,Female,Living,Marvel
Colonel Frosby (Earth-616),Public Identity,Good,Male,Living,Marvel
Guinevere (Earth-616),Public Identity,Good,Female,Living,Marvel
Nocona (Earth-616),Public Identity,Bad,Male,Living,Marvel
Thunder (Black Knight) (Earth-616),Public Identity,Good,Male,Living,Marvel
Jess Wayne (Earth-616),Public Identity,Good,Male,Living,Marvel
Bombu (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Krang (Monster) (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Big Monk McGak (Earth-616),Public Identity,Bad,Male,Living,Marvel
Creature from Krogarr (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Howard Lindley (Earth-616),Secret Identity,Good,Male,Living,Marvel
It (Artificial Lifeform) (Earth-616),Secret Identity,Good,Male,Living,Marvel
